,attA,attB,defA,defB,midA,midB,ratA,ratB,tierA,tierB,winA
348,86.0,80.5,83.0,77.67,87.5,81.0,85.55,79.55,1.0,2.0,1.0
349,86.0,82.0,83.0,78.83,87.5,79.0,85.55,80.36,1.0,2.0,1.0
350,86.0,79.33,83.0,76.5,87.5,77.0,85.55,77.45,1.0,2.0,1.0
351,86.0,90.33,83.0,86.33,87.5,91.0,85.55,88.64,1.0,1.0,1.0
352,86.0,85.5,83.0,81.67,87.5,87.67,85.55,84.55,1.0,1.0,1.0
353,86.0,90.0,83.0,85.5,87.5,89.0,85.55,87.64,1.0,1.0,-1.0
354,86.0,92.33,83.0,89.0,87.5,91.5,85.55,90.73,1.0,1.0,-1.0
355,86.0,88.0,83.0,88.5,87.5,89.67,85.55,88.82,1.0,1.0,1.0
356,86.0,75.5,83.0,74.67,87.5,77.67,85.55,75.82,1.0,3.0,1.0
357,86.0,88.5,83.0,81.67,87.5,85.0,85.55,84.64,1.0,1.0,1.0
358,86.0,90.0,83.0,85.33,87.5,89.5,85.55,87.73,1.0,1.0,-1.0
359,86.0,82.0,83.0,80.5,87.5,83.33,85.55,81.82,1.0,2.0,1.0
360,86.0,85.5,83.0,82.0,87.5,84.0,85.55,83.45,1.0,2.0,1.0
361,86.0,90.5,83.0,88.5,87.5,90.0,85.55,89.45,1.0,1.0,-1.0
362,86.0,84.0,83.0,80.83,87.5,85.0,85.55,82.64,1.0,2.0,1.0
363,86.0,85.67,83.0,83.33,87.5,85.5,85.55,84.45,1.0,1.0,-1.0
364,86.0,80.0,83.0,75.17,87.5,75.75,85.55,75.91,1.0,3.0,1.0
365,86.0,85.0,83.0,80.33,87.5,83.75,85.55,82.45,1.0,2.0,1.0
366,86.0,72.0,83.0,68.17,87.5,71.67,85.55,70.91,1.0,3.0,1.0
367,86.0,91.25,83.0,85.67,87.5,90.0,85.55,89.0,1.0,1.0,-1.0
368,86.0,91.67,83.0,87.5,87.5,88.5,85.55,89.09,1.0,1.0,-1.0
369,86.0,83.5,83.0,82.67,87.5,89.0,85.55,83.64,1.0,2.0,1.0
370,86.0,77.5,83.0,74.83,87.5,78.33,85.55,76.91,1.0,3.0,1.0
371,86.0,89.5,83.0,84.5,87.5,84.33,85.55,85.45,1.0,1.0,0.0
372,85.5,82.33,81.67,74.17,87.67,83.0,84.55,79.0,1.0,2.0,1.0
373,85.5,84.0,81.67,78.83,87.67,82.5,84.55,81.55,1.0,2.0,1.0
374,85.5,84.5,81.67,79.0,87.67,85.33,84.55,82.82,1.0,2.0,1.0
375,85.5,87.25,81.67,81.17,87.67,84.0,84.55,84.18,1.0,1.0,0.0
376,85.5,78.0,81.67,72.33,87.67,76.0,84.55,74.45,1.0,3.0,1.0
377,85.5,77.33,81.67,77.5,87.67,78.5,84.55,77.82,1.0,2.0,1.0
378,85.5,79.75,81.67,71.67,87.67,79.0,84.55,76.55,1.0,3.0,1.0
379,85.5,80.5,81.67,77.67,87.67,81.0,84.55,79.55,1.0,2.0,1.0
380,85.5,82.0,81.67,78.83,87.67,79.0,84.55,80.36,1.0,2.0,1.0
381,85.5,79.33,81.67,76.5,87.67,77.0,84.55,77.45,1.0,2.0,1.0
382,85.5,90.33,81.67,86.33,87.67,91.0,84.55,88.64,1.0,1.0,1.0
383,85.5,86.0,81.67,83.0,87.67,87.5,84.55,85.55,1.0,1.0,-1.0
384,85.5,90.0,81.67,85.5,87.67,89.0,84.55,87.64,1.0,1.0,-1.0
385,85.5,92.33,81.67,89.0,87.67,91.5,84.55,90.73,1.0,1.0,-1.0
386,85.5,88.0,81.67,88.5,87.67,89.67,84.55,88.82,1.0,1.0,-1.0
387,85.5,75.5,81.67,74.67,87.67,77.67,84.55,75.82,1.0,3.0,1.0
388,85.5,88.5,81.67,81.67,87.67,85.0,84.55,84.64,1.0,1.0,1.0
389,85.5,90.0,81.67,85.33,87.67,89.5,84.55,87.73,1.0,1.0,-1.0
390,85.5,82.0,81.67,80.5,87.67,83.33,84.55,81.82,1.0,2.0,1.0
391,85.5,85.5,81.67,82.0,87.67,84.0,84.55,83.45,1.0,2.0,1.0
392,85.5,90.5,81.67,88.5,87.67,90.0,84.55,89.45,1.0,1.0,-1.0
393,85.5,84.0,81.67,80.83,87.67,85.0,84.55,82.64,1.0,2.0,-1.0
394,85.5,85.67,81.67,83.33,87.67,85.5,84.55,84.45,1.0,1.0,1.0
395,85.5,80.0,81.67,75.17,87.67,75.75,84.55,75.91,1.0,3.0,1.0
396,85.5,85.0,81.67,80.33,87.67,83.75,84.55,82.45,1.0,2.0,1.0
397,85.5,72.0,81.67,68.17,87.67,71.67,84.55,70.91,1.0,3.0,1.0
398,85.5,91.25,81.67,85.67,87.67,90.0,84.55,89.0,1.0,1.0,1.0
399,85.5,91.67,81.67,87.5,87.67,88.5,84.55,89.09,1.0,1.0,-1.0
400,85.5,83.5,81.67,82.67,87.67,89.0,84.55,83.64,1.0,2.0,1.0
401,85.5,77.5,81.67,74.83,87.67,78.33,84.55,76.91,1.0,3.0,1.0
402,85.5,89.5,81.67,84.5,87.67,84.33,84.55,85.45,1.0,1.0,0.0
403,90.0,82.33,85.5,74.17,89.0,83.0,87.64,79.0,1.0,2.0,1.0
404,90.0,84.0,85.5,78.83,89.0,82.5,87.64,81.55,1.0,2.0,1.0
405,90.0,84.5,85.5,79.0,89.0,85.33,87.64,82.82,1.0,2.0,1.0
406,90.0,87.25,85.5,81.17,89.0,84.0,87.64,84.18,1.0,1.0,0.0
407,90.0,78.0,85.5,72.33,89.0,76.0,87.64,74.45,1.0,3.0,1.0
408,90.0,77.33,85.5,77.5,89.0,78.5,87.64,77.82,1.0,2.0,0.0
409,90.0,79.75,85.5,71.67,89.0,79.0,87.64,76.55,1.0,3.0,1.0
410,90.0,80.5,85.5,77.67,89.0,81.0,87.64,79.55,1.0,2.0,1.0
411,90.0,82.0,85.5,78.83,89.0,79.0,87.64,80.36,1.0,2.0,1.0
412,90.0,79.33,85.5,76.5,89.0,77.0,87.64,77.45,1.0,2.0,1.0
413,90.0,90.33,85.5,86.33,89.0,91.0,87.64,88.64,1.0,1.0,1.0
414,90.0,86.0,85.5,83.0,89.0,87.5,87.64,85.55,1.0,1.0,1.0
415,90.0,85.5,85.5,81.67,89.0,87.67,87.64,84.55,1.0,1.0,1.0
416,90.0,92.33,85.5,89.0,89.0,91.5,87.64,90.73,1.0,1.0,-1.0
417,90.0,88.0,85.5,88.5,89.0,89.67,87.64,88.82,1.0,1.0,-1.0
418,90.0,75.5,85.5,74.67,89.0,77.67,87.64,75.82,1.0,3.0,1.0
419,90.0,88.5,85.5,81.67,89.0,85.0,87.64,84.64,1.0,1.0,1.0
420,90.0,90.0,85.5,85.33,89.0,89.5,87.64,87.73,1.0,1.0,1.0
421,90.0,82.0,85.5,80.5,89.0,83.33,87.64,81.82,1.0,2.0,1.0
422,90.0,85.5,85.5,82.0,89.0,84.0,87.64,83.45,1.0,2.0,1.0
423,90.0,90.5,85.5,88.5,89.0,90.0,87.64,89.45,1.0,1.0,-1.0
424,90.0,84.0,85.5,80.83,89.0,85.0,87.64,82.64,1.0,2.0,-1.0
425,90.0,85.67,85.5,83.33,89.0,85.5,87.64,84.45,1.0,1.0,1.0
426,90.0,80.0,85.5,75.17,89.0,75.75,87.64,75.91,1.0,3.0,1.0
427,90.0,85.0,85.5,80.33,89.0,83.75,87.64,82.45,1.0,2.0,1.0
428,90.0,72.0,85.5,68.17,89.0,71.67,87.64,70.91,1.0,3.0,1.0
429,90.0,91.25,85.5,85.67,89.0,90.0,87.64,89.0,1.0,1.0,1.0
430,90.0,91.67,85.5,87.5,89.0,88.5,87.64,89.09,1.0,1.0,-1.0
431,90.0,83.5,85.5,82.67,89.0,89.0,87.64,83.64,1.0,2.0,1.0
432,90.0,77.5,85.5,74.83,89.0,78.33,87.64,76.91,1.0,3.0,1.0
433,90.0,89.5,85.5,84.5,89.0,84.33,87.64,85.45,1.0,1.0,-1.0
434,92.33,82.33,89.0,74.17,91.5,83.0,90.73,79.0,1.0,2.0,1.0
435,92.33,84.0,89.0,78.83,91.5,82.5,90.73,81.55,1.0,2.0,1.0
436,92.33,84.5,89.0,79.0,91.5,85.33,90.73,82.82,1.0,2.0,1.0
437,92.33,87.25,89.0,81.17,91.5,84.0,90.73,84.18,1.0,1.0,0.0
438,92.33,78.0,89.0,72.33,91.5,76.0,90.73,74.45,1.0,3.0,1.0
439,92.33,77.33,89.0,77.5,91.5,78.5,90.73,77.82,1.0,2.0,1.0
440,92.33,79.75,89.0,71.67,91.5,79.0,90.73,76.55,1.0,3.0,1.0
441,92.33,80.5,89.0,77.67,91.5,81.0,90.73,79.55,1.0,2.0,1.0
442,92.33,82.0,89.0,78.83,91.5,79.0,90.73,80.36,1.0,2.0,1.0
443,92.33,79.33,89.0,76.5,91.5,77.0,90.73,77.45,1.0,2.0,1.0
444,92.33,90.33,89.0,86.33,91.5,91.0,90.73,88.64,1.0,1.0,1.0
445,92.33,86.0,89.0,83.0,91.5,87.5,90.73,85.55,1.0,1.0,1.0
446,92.33,85.5,89.0,81.67,91.5,87.67,90.73,84.55,1.0,1.0,1.0
447,92.33,90.0,89.0,85.5,91.5,89.0,90.73,87.64,1.0,1.0,1.0
448,92.33,88.0,89.0,88.5,91.5,89.67,90.73,88.82,1.0,1.0,1.0
449,92.33,75.5,89.0,74.67,91.5,77.67,90.73,75.82,1.0,3.0,1.0
450,92.33,88.5,89.0,81.67,91.5,85.0,90.73,84.64,1.0,1.0,1.0
451,92.33,90.0,89.0,85.33,91.5,89.5,90.73,87.73,1.0,1.0,1.0
452,92.33,82.0,89.0,80.5,91.5,83.33,90.73,81.82,1.0,2.0,1.0
453,92.33,85.5,89.0,82.0,91.5,84.0,90.73,83.45,1.0,2.0,1.0
454,92.33,90.5,89.0,88.5,91.5,90.0,90.73,89.45,1.0,1.0,-1.0
455,92.33,84.0,89.0,80.83,91.5,85.0,90.73,82.64,1.0,2.0,1.0
456,92.33,85.67,89.0,83.33,91.5,85.5,90.73,84.45,1.0,1.0,1.0
457,92.33,80.0,89.0,75.17,91.5,75.75,90.73,75.91,1.0,3.0,1.0
458,92.33,85.0,89.0,80.33,91.5,83.75,90.73,82.45,1.0,2.0,1.0
459,92.33,72.0,89.0,68.17,91.5,71.67,90.73,70.91,1.0,3.0,1.0
460,92.33,91.25,89.0,85.67,91.5,90.0,90.73,89.0,1.0,1.0,0.0
461,92.33,91.67,89.0,87.5,91.5,88.5,90.73,89.09,1.0,1.0,-1.0
462,92.33,83.5,89.0,82.67,91.5,89.0,90.73,83.64,1.0,2.0,1.0
463,92.33,77.5,89.0,74.83,91.5,78.33,90.73,76.91,1.0,3.0,1.0
464,92.33,89.5,89.0,84.5,91.5,84.33,90.73,85.45,1.0,1.0,-1.0
465,88.0,82.33,88.5,74.17,89.67,83.0,88.82,79.0,1.0,2.0,1.0
466,88.0,84.0,88.5,78.83,89.67,82.5,88.82,81.55,1.0,2.0,1.0
467,88.0,84.5,88.5,79.0,89.67,85.33,88.82,82.82,1.0,2.0,1.0
468,88.0,87.25,88.5,81.17,89.67,84.0,88.82,84.18,1.0,1.0,0.0
469,88.0,78.0,88.5,72.33,89.67,76.0,88.82,74.45,1.0,3.0,1.0
470,88.0,77.33,88.5,77.5,89.67,78.5,88.82,77.82,1.0,2.0,1.0
471,88.0,79.75,88.5,71.67,89.67,79.0,88.82,76.55,1.0,3.0,1.0
472,88.0,80.5,88.5,77.67,89.67,81.0,88.82,79.55,1.0,2.0,1.0
473,88.0,82.0,88.5,78.83,89.67,79.0,88.82,80.36,1.0,2.0,0.0
474,88.0,79.33,88.5,76.5,89.67,77.0,88.82,77.45,1.0,2.0,1.0
475,88.0,90.33,88.5,86.33,89.67,91.0,88.82,88.64,1.0,1.0,1.0
476,88.0,86.0,88.5,83.0,89.67,87.5,88.82,85.55,1.0,1.0,-1.0
477,88.0,85.5,88.5,81.67,89.67,87.67,88.82,84.55,1.0,1.0,1.0
478,88.0,90.0,88.5,85.5,89.67,89.0,88.82,87.64,1.0,1.0,1.0
479,88.0,92.33,88.5,89.0,89.67,91.5,88.82,90.73,1.0,1.0,-1.0
480,88.0,75.5,88.5,74.67,89.67,77.67,88.82,75.82,1.0,3.0,1.0
481,88.0,88.5,88.5,81.67,89.67,85.0,88.82,84.64,1.0,1.0,1.0
482,88.0,90.0,88.5,85.33,89.67,89.5,88.82,87.73,1.0,1.0,1.0
483,88.0,82.0,88.5,80.5,89.67,83.33,88.82,81.82,1.0,2.0,1.0
484,88.0,85.5,88.5,82.0,89.67,84.0,88.82,83.45,1.0,2.0,1.0
485,88.0,90.5,88.5,88.5,89.67,90.0,88.82,89.45,1.0,1.0,0.0
486,88.0,84.0,88.5,80.83,89.67,85.0,88.82,82.64,1.0,2.0,1.0
487,88.0,85.67,88.5,83.33,89.67,85.5,88.82,84.45,1.0,1.0,1.0
488,88.0,80.0,88.5,75.17,89.67,75.75,88.82,75.91,1.0,3.0,1.0
489,88.0,85.0,88.5,80.33,89.67,83.75,88.82,82.45,1.0,2.0,1.0
490,88.0,72.0,88.5,68.17,89.67,71.67,88.82,70.91,1.0,3.0,1.0
491,88.0,91.25,88.5,85.67,89.67,90.0,88.82,89.0,1.0,1.0,-1.0
492,88.0,91.67,88.5,87.5,89.67,88.5,88.82,89.09,1.0,1.0,-1.0
493,88.0,83.5,88.5,82.67,89.67,89.0,88.82,83.64,1.0,2.0,1.0
494,88.0,77.5,88.5,74.83,89.67,78.33,88.82,76.91,1.0,3.0,1.0
495,88.0,89.5,88.5,84.5,89.67,84.33,88.82,85.45,1.0,1.0,1.0
496,75.5,82.33,74.67,74.17,77.67,83.0,75.82,79.0,3.0,2.0,-1.0
497,75.5,84.0,74.67,78.83,77.67,82.5,75.82,81.55,3.0,2.0,-1.0
498,75.5,84.5,74.67,79.0,77.67,85.33,75.82,82.82,3.0,2.0,-1.0
499,75.5,87.25,74.67,81.17,77.67,84.0,75.82,84.18,3.0,1.0,-1.0
500,75.5,78.0,74.67,72.33,77.67,76.0,75.82,74.45,3.0,3.0,0.0
501,75.5,77.33,74.67,77.5,77.67,78.5,75.82,77.82,3.0,2.0,-1.0
502,75.5,79.75,74.67,71.67,77.67,79.0,75.82,76.55,3.0,3.0,0.0
503,75.5,80.5,74.67,77.67,77.67,81.0,75.82,79.55,3.0,2.0,-1.0
504,75.5,82.0,74.67,78.83,77.67,79.0,75.82,80.36,3.0,2.0,-1.0
505,75.5,79.33,74.67,76.5,77.67,77.0,75.82,77.45,3.0,2.0,-1.0
506,75.5,90.33,74.67,86.33,77.67,91.0,75.82,88.64,3.0,1.0,-1.0
507,75.5,86.0,74.67,83.0,77.67,87.5,75.82,85.55,3.0,1.0,-1.0
508,75.5,85.5,74.67,81.67,77.67,87.67,75.82,84.55,3.0,1.0,-1.0
509,75.5,90.0,74.67,85.5,77.67,89.0,75.82,87.64,3.0,1.0,-1.0
510,75.5,92.33,74.67,89.0,77.67,91.5,75.82,90.73,3.0,1.0,-1.0
511,75.5,88.0,74.67,88.5,77.67,89.67,75.82,88.82,3.0,1.0,-1.0
512,75.5,88.5,74.67,81.67,77.67,85.0,75.82,84.64,3.0,1.0,-1.0
513,75.5,90.0,74.67,85.33,77.67,89.5,75.82,87.73,3.0,1.0,-1.0
514,75.5,82.0,74.67,80.5,77.67,83.33,75.82,81.82,3.0,2.0,-1.0
515,75.5,85.5,74.67,82.0,77.67,84.0,75.82,83.45,3.0,2.0,-1.0
516,75.5,90.5,74.67,88.5,77.67,90.0,75.82,89.45,3.0,1.0,0.0
517,75.5,84.0,74.67,80.83,77.67,85.0,75.82,82.64,3.0,2.0,-1.0
518,75.5,85.67,74.67,83.33,77.67,85.5,75.82,84.45,3.0,1.0,-1.0
519,75.5,80.0,74.67,75.17,77.67,75.75,75.82,75.91,3.0,3.0,0.0
520,75.5,85.0,74.67,80.33,77.67,83.75,75.82,82.45,3.0,2.0,-1.0
521,75.5,72.0,74.67,68.17,77.67,71.67,75.82,70.91,3.0,3.0,0.0
522,75.5,91.25,74.67,85.67,77.67,90.0,75.82,89.0,3.0,1.0,-1.0
523,75.5,91.67,74.67,87.5,77.67,88.5,75.82,89.09,3.0,1.0,-1.0
524,75.5,83.5,74.67,82.67,77.67,89.0,75.82,83.64,3.0,2.0,-1.0
525,75.5,77.5,74.67,74.83,77.67,78.33,75.82,76.91,3.0,3.0,0.0
526,75.5,89.5,74.67,84.5,77.67,84.33,75.82,85.45,3.0,1.0,-1.0
527,88.5,82.33,81.67,74.17,85.0,83.0,84.64,79.0,1.0,2.0,1.0
528,88.5,84.0,81.67,78.83,85.0,82.5,84.64,81.55,1.0,2.0,1.0
529,88.5,84.5,81.67,79.0,85.0,85.33,84.64,82.82,1.0,2.0,1.0
530,88.5,87.25,81.67,81.17,85.0,84.0,84.64,84.18,1.0,1.0,0.0
531,88.5,78.0,81.67,72.33,85.0,76.0,84.64,74.45,1.0,3.0,1.0
532,88.5,77.33,81.67,77.5,85.0,78.5,84.64,77.82,1.0,2.0,1.0
533,88.5,79.75,81.67,71.67,85.0,79.0,84.64,76.55,1.0,3.0,1.0
534,88.5,80.5,81.67,77.67,85.0,81.0,84.64,79.55,1.0,2.0,-1.0
535,88.5,82.0,81.67,78.83,85.0,79.0,84.64,80.36,1.0,2.0,1.0
536,88.5,79.33,81.67,76.5,85.0,77.0,84.64,77.45,1.0,2.0,1.0
537,88.5,90.33,81.67,86.33,85.0,91.0,84.64,88.64,1.0,1.0,1.0
538,88.5,86.0,81.67,83.0,85.0,87.5,84.64,85.55,1.0,1.0,-1.0
539,88.5,85.5,81.67,81.67,85.0,87.67,84.64,84.55,1.0,1.0,-1.0
540,88.5,90.0,81.67,85.5,85.0,89.0,84.64,87.64,1.0,1.0,-1.0
541,88.5,92.33,81.67,89.0,85.0,91.5,84.64,90.73,1.0,1.0,-1.0
542,88.5,88.0,81.67,88.5,85.0,89.67,84.64,88.82,1.0,1.0,-1.0
543,88.5,75.5,81.67,74.67,85.0,77.67,84.64,75.82,1.0,3.0,1.0
544,88.5,90.0,81.67,85.33,85.0,89.5,84.64,87.73,1.0,1.0,-1.0
545,88.5,82.0,81.67,80.5,85.0,83.33,84.64,81.82,1.0,2.0,0.0
546,88.5,85.5,81.67,82.0,85.0,84.0,84.64,83.45,1.0,2.0,1.0
547,88.5,90.5,81.67,88.5,85.0,90.0,84.64,89.45,1.0,1.0,-1.0
548,88.5,84.0,81.67,80.83,85.0,85.0,84.64,82.64,1.0,2.0,-1.0
549,88.5,85.67,81.67,83.33,85.0,85.5,84.64,84.45,1.0,1.0,0.0
550,88.5,80.0,81.67,75.17,85.0,75.75,84.64,75.91,1.0,3.0,1.0
551,88.5,85.0,81.67,80.33,85.0,83.75,84.64,82.45,1.0,2.0,-1.0
552,88.5,72.0,81.67,68.17,85.0,71.67,84.64,70.91,1.0,3.0,1.0
553,88.5,91.25,81.67,85.67,85.0,90.0,84.64,89.0,1.0,1.0,-1.0
554,88.5,91.67,81.67,87.5,85.0,88.5,84.64,89.09,1.0,1.0,0.0
555,88.5,83.5,81.67,82.67,85.0,89.0,84.64,83.64,1.0,2.0,-1.0
556,88.5,77.5,81.67,74.83,85.0,78.33,84.64,76.91,1.0,3.0,1.0
557,88.5,89.5,81.67,84.5,85.0,84.33,84.64,85.45,1.0,1.0,-1.0
558,90.0,82.33,85.33,74.17,89.5,83.0,87.73,79.0,1.0,2.0,1.0
559,90.0,84.0,85.33,78.83,89.5,82.5,87.73,81.55,1.0,2.0,1.0
560,90.0,84.5,85.33,79.0,89.5,85.33,87.73,82.82,1.0,2.0,1.0
561,90.0,87.25,85.33,81.17,89.5,84.0,87.73,84.18,1.0,1.0,0.0
562,90.0,78.0,85.33,72.33,89.5,76.0,87.73,74.45,1.0,3.0,1.0
563,90.0,77.33,85.33,77.5,89.5,78.5,87.73,77.82,1.0,2.0,1.0
564,90.0,79.75,85.33,71.67,89.5,79.0,87.73,76.55,1.0,3.0,1.0
565,90.0,80.5,85.33,77.67,89.5,81.0,87.73,79.55,1.0,2.0,1.0
566,90.0,82.0,85.33,78.83,89.5,79.0,87.73,80.36,1.0,2.0,1.0
567,90.0,79.33,85.33,76.5,89.5,77.0,87.73,77.45,1.0,2.0,1.0
568,90.0,90.33,85.33,86.33,89.5,91.0,87.73,88.64,1.0,1.0,1.0
569,90.0,86.0,85.33,83.0,89.5,87.5,87.73,85.55,1.0,1.0,1.0
570,90.0,85.5,85.33,81.67,89.5,87.67,87.73,84.55,1.0,1.0,1.0
571,90.0,90.0,85.33,85.5,89.5,89.0,87.73,87.64,1.0,1.0,-1.0
572,90.0,92.33,85.33,89.0,89.5,91.5,87.73,90.73,1.0,1.0,-1.0
573,90.0,88.0,85.33,88.5,89.5,89.67,87.73,88.82,1.0,1.0,-1.0
574,90.0,75.5,85.33,74.67,89.5,77.67,87.73,75.82,1.0,3.0,1.0
575,90.0,88.5,85.33,81.67,89.5,85.0,87.73,84.64,1.0,1.0,1.0
576,90.0,82.0,85.33,80.5,89.5,83.33,87.73,81.82,1.0,2.0,1.0
577,90.0,85.5,85.33,82.0,89.5,84.0,87.73,83.45,1.0,2.0,1.0
578,90.0,90.5,85.33,88.5,89.5,90.0,87.73,89.45,1.0,1.0,1.0
579,90.0,84.0,85.33,80.83,89.5,85.0,87.73,82.64,1.0,2.0,1.0
580,90.0,85.67,85.33,83.33,89.5,85.5,87.73,84.45,1.0,1.0,-1.0
581,90.0,80.0,85.33,75.17,89.5,75.75,87.73,75.91,1.0,3.0,1.0
582,90.0,85.0,85.33,80.33,89.5,83.75,87.73,82.45,1.0,2.0,1.0
583,90.0,72.0,85.33,68.17,89.5,71.67,87.73,70.91,1.0,3.0,1.0
584,90.0,91.25,85.33,85.67,89.5,90.0,87.73,89.0,1.0,1.0,0.0
585,90.0,91.67,85.33,87.5,89.5,88.5,87.73,89.09,1.0,1.0,-1.0
586,90.0,83.5,85.33,82.67,89.5,89.0,87.73,83.64,1.0,2.0,1.0
587,90.0,77.5,85.33,74.83,89.5,78.33,87.73,76.91,1.0,3.0,1.0
588,90.0,89.5,85.33,84.5,89.5,84.33,87.73,85.45,1.0,1.0,0.0
589,82.0,82.33,80.5,74.17,83.33,83.0,81.82,79.0,2.0,2.0,0.0
590,82.0,84.0,80.5,78.83,83.33,82.5,81.82,81.55,2.0,2.0,0.0
591,82.0,84.5,80.5,79.0,83.33,85.33,81.82,82.82,2.0,2.0,0.0
592,82.0,87.25,80.5,81.17,83.33,84.0,81.82,84.18,2.0,1.0,-1.0
593,82.0,78.0,80.5,72.33,83.33,76.0,81.82,74.45,2.0,3.0,1.0
594,82.0,77.33,80.5,77.5,83.33,78.5,81.82,77.82,2.0,2.0,0.0
595,82.0,79.75,80.5,71.67,83.33,79.0,81.82,76.55,2.0,3.0,-1.0
596,82.0,80.5,80.5,77.67,83.33,81.0,81.82,79.55,2.0,2.0,0.0
597,82.0,82.0,80.5,78.83,83.33,79.0,81.82,80.36,2.0,2.0,0.0
598,82.0,79.33,80.5,76.5,83.33,77.0,81.82,77.45,2.0,2.0,0.0
599,82.0,90.33,80.5,86.33,83.33,91.0,81.82,88.64,2.0,1.0,-1.0
600,82.0,86.0,80.5,83.0,83.33,87.5,81.82,85.55,2.0,1.0,-1.0
601,82.0,85.5,80.5,81.67,83.33,87.67,81.82,84.55,2.0,1.0,-1.0
602,82.0,90.0,80.5,85.5,83.33,89.0,81.82,87.64,2.0,1.0,-1.0
603,82.0,92.33,80.5,89.0,83.33,91.5,81.82,90.73,2.0,1.0,-1.0
604,82.0,88.0,80.5,88.5,83.33,89.67,81.82,88.82,2.0,1.0,-1.0
605,82.0,75.5,80.5,74.67,83.33,77.67,81.82,75.82,2.0,3.0,1.0
606,82.0,88.5,80.5,81.67,83.33,85.0,81.82,84.64,2.0,1.0,0.0
607,82.0,90.0,80.5,85.33,83.33,89.5,81.82,87.73,2.0,1.0,-1.0
608,82.0,85.5,80.5,82.0,83.33,84.0,81.82,83.45,2.0,2.0,1.0
609,82.0,90.5,80.5,88.5,83.33,90.0,81.82,89.45,2.0,1.0,-1.0
610,82.0,84.0,80.5,80.83,83.33,85.0,81.82,82.64,2.0,2.0,1.0
611,82.0,85.67,80.5,83.33,83.33,85.5,81.82,84.45,2.0,1.0,1.0
612,82.0,80.0,80.5,75.17,83.33,75.75,81.82,75.91,2.0,3.0,0.0
613,82.0,85.0,80.5,80.33,83.33,83.75,81.82,82.45,2.0,2.0,0.0
614,82.0,72.0,80.5,68.17,83.33,71.67,81.82,70.91,2.0,3.0,1.0
615,82.0,91.25,80.5,85.67,83.33,90.0,81.82,89.0,2.0,1.0,-1.0
616,82.0,91.67,80.5,87.5,83.33,88.5,81.82,89.09,2.0,1.0,-1.0
617,82.0,83.5,80.5,82.67,83.33,89.0,81.82,83.64,2.0,2.0,0.0
618,82.0,77.5,80.5,74.83,83.33,78.33,81.82,76.91,2.0,3.0,1.0
619,82.0,89.5,80.5,84.5,83.33,84.33,81.82,85.45,2.0,1.0,-1.0
620,85.5,82.33,82.0,74.17,84.0,83.0,83.45,79.0,2.0,2.0,0.0
621,85.5,84.0,82.0,78.83,84.0,82.5,83.45,81.55,2.0,2.0,0.0
622,85.5,84.5,82.0,79.0,84.0,85.33,83.45,82.82,2.0,2.0,0.0
623,85.5,87.25,82.0,81.17,84.0,84.0,83.45,84.18,2.0,1.0,-1.0
624,85.5,78.0,82.0,72.33,84.0,76.0,83.45,74.45,2.0,3.0,1.0
625,85.5,77.33,82.0,77.5,84.0,78.5,83.45,77.82,2.0,2.0,0.0
626,85.5,79.75,82.0,71.67,84.0,79.0,83.45,76.55,2.0,3.0,1.0
627,85.5,80.5,82.0,77.67,84.0,81.0,83.45,79.55,2.0,2.0,1.0
628,85.5,82.0,82.0,78.83,84.0,79.0,83.45,80.36,2.0,2.0,1.0
629,85.5,79.33,82.0,76.5,84.0,77.0,83.45,77.45,2.0,2.0,0.0
630,85.5,90.33,82.0,86.33,84.0,91.0,83.45,88.64,2.0,1.0,-1.0
631,85.5,86.0,82.0,83.0,84.0,87.5,83.45,85.55,2.0,1.0,-1.0
632,85.5,85.5,82.0,81.67,84.0,87.67,83.45,84.55,2.0,1.0,-1.0
633,85.5,90.0,82.0,85.5,84.0,89.0,83.45,87.64,2.0,1.0,-1.0
634,85.5,92.33,82.0,89.0,84.0,91.5,83.45,90.73,2.0,1.0,-1.0
635,85.5,88.0,82.0,88.5,84.0,89.67,83.45,88.82,2.0,1.0,-1.0
636,85.5,75.5,82.0,74.67,84.0,77.67,83.45,75.82,2.0,3.0,1.0
637,85.5,88.5,82.0,81.67,84.0,85.0,83.45,84.64,2.0,1.0,-1.0
638,85.5,90.0,82.0,85.33,84.0,89.5,83.45,87.73,2.0,1.0,-1.0
639,85.5,82.0,82.0,80.5,84.0,83.33,83.45,81.82,2.0,2.0,-1.0
640,85.5,90.5,82.0,88.5,84.0,90.0,83.45,89.45,2.0,1.0,-1.0
641,85.5,84.0,82.0,80.83,84.0,85.0,83.45,82.64,2.0,2.0,1.0
642,85.5,85.67,82.0,83.33,84.0,85.5,83.45,84.45,2.0,1.0,1.0
643,85.5,80.0,82.0,75.17,84.0,75.75,83.45,75.91,2.0,3.0,1.0
644,85.5,85.0,82.0,80.33,84.0,83.75,83.45,82.45,2.0,2.0,0.0
645,85.5,72.0,82.0,68.17,84.0,71.67,83.45,70.91,2.0,3.0,1.0
646,85.5,91.25,82.0,85.67,84.0,90.0,83.45,89.0,2.0,1.0,-1.0
647,85.5,91.67,82.0,87.5,84.0,88.5,83.45,89.09,2.0,1.0,-1.0
648,85.5,83.5,82.0,82.67,84.0,89.0,83.45,83.64,2.0,2.0,0.0
